,code,X,동,gu,univ,police,소방서,학문.교육,부동산,생활,음식,의료,소매,관광,인접지하철,cctv,people_by_area,people_density,people_count,남성인구밀도,여성인구밀도,사업체.종사자비율,청년남자비율,청년여자비율,집세,범죄율,1인당 자동차 등록율
346,1122057,125,반포1동,서초구,3,0,7,18,44,112,202,65,45,54,4,0.491841786,6.1,0.47329908143,6080,0.55861866398,0.44138133602,6.4512000671,0.15465204555,0.19045128638,12529.38214,0.3883699206,1.42
347,1122058,126,반포2동,서초구,3,1,7,45,33,43,77,37,30,19,4,0.491841786,0.9,0.14993531695,1159,0.52479087452,0.47520912548,0.61951837769,0.099903121382,0.12861227287,12852.75379,0.64540750323,1.31
348,1122059,127,반포3동,서초구,3,0,7,42,47,48,147,88,111,30,2,0.491841786,1,0.194897343,1291,0.5132395624,0.4867604376,0.15816030364,0.11699903096,0.14193910338,12852.75379,0.75317028986,1.59
349,1122060,128,반포4동,서초구,3,1,7,56,27,98,640,73,165,134,4,0.491841786,1.3,0.25146437815,1846,0.51687146479,0.48312853521,0.26874065405,0.13461830323,0.16054535337,12858.96981,0.67960768288,1.16
345,1122056,129,반포본동,서초구,3,0,7,18,26,47,114,18,49,17,4,0.491841786,0.7,0.17293588834,731,0.51034264961,0.48965735039,0.19337859887,0.082159439679,0.10938852601,12852.75379,1.1802696948,2.58
254,1116067,130,발산1동,강서구,2,1,6,31,27,77,241,30,108,50,3,0.29581589,0.8,0.18202196817,2436,0.50454105761,0.49545894239,0.37381771281,0.13009123904,0.13999647142,18356.25,0.40723305686,0.78
351,1122062,131,방배1동,서초구,3,1,7,57,46,111,326,67,79,94,3,0.491841786,4,0.37302860198,2791,0.48839478932,0.51160521068,0.085076590147,0.16018859584,0.18785914248,17281.27341,0.66680032077,1.46
352,1122063,132,방배2동,서초구,3,2,7,40,65,105,316,35,66,67,3,0.491841786,1.9,0.34343620451,3728,0.50172457306,0.49827542694,0.892571717,0.15779474626,0.16336633663,20069.02655,0.45960386918,0.94
353,1122064,133,방배3동,서초구,3,0,7,44,43,90,124,26,52,32,3,0.491841786,1,0.2744468237,2307,0.49692107546,0.50307892454,0.084041630529,0.1510610946,0.15181977198,20317.59259,0.59350463954,1.35
354,1122065,134,방배4동,서초구,3,0,7,58,74,139,323,77,104,84,3,0.491841786,3.5,0.33326802508,3402,0.50018532246,0.49981467754,0.15960896961,0.13620509243,0.16920513119,20299.09502,0.48873432602,1.01
350,1122061,135,방배본동,서초구,3,1,7,49,39,114,299,49,81,80,3,0.491841786,3.1,0.26462680835,2067,0.48921674223,0.51078325777,0.28735315482,0.11974290904,0.14582460062,20363.88889,0.63871463321,1.33
386,1124057,136,방이1동,송파구,1,1,7,34,18,63,214,29,32,50,3,0.464322487,3.4,0.27250568736,1677,0.4906285248,0.5093714752,0.28229619141,0.14350994195,0.14687538595,14577.84815,0.98960025999,1.46
387,1124058,137,방이2동,송파구,1,0,7,39,44,111,449,42,91,92,3,0.464322487,7.8,0.50179812994,6279,0.46239619025,0.53760380975,0.12724316162,0.1884072601,0.19460539864,14551.73063,0.48669383841,1.09
148,1110055,138,방학1동,도봉구,1,1,5,17,41,117,418,53,106,78,1,0.240858753,6.3,0.34397471355,4353,0.48808084715,0.51191915285,0.25528262657,0.14396440129,0.1332038835,8066.666667,0.19265112604,0.92
149,1110056,139,방학2동,도봉구,1,0,5,15,15,89,160,18,82,24,1,0.240858753,4.8,0.37054830287,3548,0.49333027733,0.50666972267,0.4579876232,0.14547236914,0.11886740835,8314.285714,0.25462140992,1.06
150,1110057,140,방학3동,도봉구,1,1,5,18,16,48,102,25,45,21,1,0.240858753,0.7,0.16902933648,1717,0.49926432723,0.50073567277,0.16534245568,0.13457799163,0.12948620769,8436.585366,0.24000787557,0.80
256,1116070,141,방화1동,강서구,2,0,6,29,44,114,290,60,75,64,7,0.29581589,4.4,0.26531791908,4590,0.48907657658,0.51092342342,0.17672672673,0.14869527955,0.15458174519,10902.7451,0.31502890173,0.65
257,1116071,142,방화2동,강서구,2,1,6,13,21,75,234,8,94,58,5,0.29581589,0.8,0.44858016601,5134,0.46704927212,0.53295072788,0.41833706607,0.16045627376,0.15186517316,10840.8,0.47619047619,1.20
258,1116072,143,방화3동,강서구,2,1,6,6,13,26,68,9,22,12,4,0.29581589,1.8,0.38513453512,4337,0.48224434681,0.51775565319,0.077995888589,0.15320062451,0.15343481655,10840.8,0.48397122813,0.97
131,1109060,144,번1동,강북구,1,2,5,11,12,90,240,37,88,55,0,0.361219665,9.3,0.51047562308,5141,0.48071911304,0.51928088696,0.11126816556,0.16018591421,0.16021131232,5700.572687,0.4199185781,1.17
132,1109061,145,번2동,강북구,1,0,5,5,6,32,60,11,32,12,0,0.361219665,2,0.32939771823,2483,0.51446905403,0.48553094597,0.24885116953,0.14299439991,0.12718238717,5724.798206,0.56102414434,1.24
133,1109062,146,번3동,강북구,1,1,5,4,3,22,54,12,20,12,0,0.361219665,2.4,0.271771969,2069,0.4824652264,0.5175347736,0.12255844925,0.1299911605,0.1239045334,5727.162162,0.55549717588,1.18
44,1103070,147,보광동,용산구,2,1,6,14,23,79,143,26,63,18,0,0.416053686,5.6,0.50981146595,3975,0.48229685412,0.51770314588,0.10236244382,0.16848235025,0.14440409592,8836.507937,0.53058868796,1.26
319,1121052,148,보라매동,관악구,1,0,5,19,32,113,254,22,106,55,4,0.591651669,6.8,0.43766376469,5178,0.48875499194,0.51124500806,0.14779653892,0.17699537046,0.16553080729,12209.52381,0.47992561914,0.93
114,1108061,149,보문동,성북구,7,1,5,6,21,49,150,29,59,24,1,0.405292278,6.5,0.4559319915,3647,0.46757180157,0.53242819843,0.14287206266,0.16996199045,0.16626564843,6896.73913,0.46805850731,1.29
3,1101055,150,부암동,종로구,5,1,7,17,12,27,173,11,29,61,0,0.295603883,0.7,0.37578873569,1608,0.48720058512,0.51279941488,0.17215213019,0.13773985151,0.1298331887,4750,1.0420659032,1.99
201,1113071,151,북가좌1동,서대문구,9,0,5,6,10,33,49,22,15,11,0,0.335271061,2.9,0.21195729537,1489,0.49044468266,0.50955531734,0.19576387092,0.1390083709,0.14696716033,11475,0.52170818505,1.08
202,1113072,152,북가좌2동,서대문구,9,1,5,16,29,101,216,31,44,42,0,0.335271061,6.3,0.35730306532,5257,0.48602150538,0.51397849462,0.25564929694,0.14962982588,0.14400730045,11377.04918,0.24909943587,0.74
204,1113074,153,북아현동,서대문구,9,0,5,17,46,49,134,18,33,18,0,0.335271061,6.1,0.36895001322,2790,0.47968931716,0.52031068284,0.051835853132,0.16382401819,0.15608326773,8371.052632,0.48466014282,1.27
178,1112052,154,불광1동,은평구,1,0,5,21,28,71,178,26,38,31,1,0.480012358,1.9,0.3441073248,6079,0.50436851211,0.49563148789,0.26224048443,0.1472069652,0.15158419879,11405.15152,0.25478319937,0.66
190,1112072,155,불광2동,은평구,1,2,5,23,26,128,275,52,96,40,1,0.480012358,4,0.40402113296,5506,0.49158295334,0.50841704666,0.23046593753,0.15275301611,0.13932113617,11405.15152,0.33027590255,0.82
51,1104055,156,사근동,성동구,2,1,4,13,19,47,356,5,49,98,4,0.221037581,4.2,0.67850440306,4700,0.49479285691,0.50520714309,0.35359603017,0.27363273364,0.20117546772,6977.04918,0.43684134546,1.73
309,1120063,157,사당1동,동작구,3,1,5,17,31,88,254,33,61,50,4,0.268762902,8.4,0.53854847824,6671,0.5050279838,0.4949720162,0.1378259089,0.2035647895,0.22018589393,10615.78947,0.26051505611,0.99
318,1120073,158,사당2동,동작구,3,0,5,17,19,92,281,37,100,60,6,0.268762902,1.4,0.3372359379,3975,0.48862449021,0.51137550979,0.10539620479,0.1660487108,0.17101503504,20200,0.27377619411,0.84
310,1120065,159,사당3동,동작구,3,1,5,23,15,57,118,19,52,25,4,0.268762902,3.6,0.32094724682,3334,0.48355468402,0.51644531598,0.17416882075,0.15795061831,0.16500811925,12583.33333,0.31064690027,0.97
311,1120066,160,사당4동,동작구,3,0,5,7,11,49,80,22,53,15,4,0.268762902,7.3,0.41260404281,2776,0.48558606897,0.51441393103,0.26842593044,0.17821548025,0.17500591236,13083.33333,0.4796373365,1.47
312,1120067,161,사당5동,동작구,3,0,5,9,17,34,50,4,27,14,4,0.268762902,3.8,0.38255506608,2171,0.48384690423,0.51615309577,0.23400470534,0.17133368556,0.1693712733,11333.33333,0.56863436123,1.63
1,1101053,162,사직동,종로구,5,4,7,14,23,53,636,35,65,136,4,0.295603883,1.7,0.47416685305,2120,0.47788485298,0.52211514702,0.09498393872,0.12527650391,0.15575937416,6500,0.99731603668,2.88
141,1109073,163,삼각산동,강북구,1,0,5,8,6,29,79,18,31,7,3,0.361219665,4.1,0.21224352506,2524,0.47911665867,0.52088334133,0.13807747701,0.1231164635,0.13414598326,6800,0.35561722166,0.76
127,1108082,164,삼선동,성북구,7,1,5,53,37,117,429,71,170,78,2,0.405292278,6.5,0.47187351025,5939,0.49020166524,0.50979833476,0.14110235223,0.15989524878,0.16676019454,11299.21875,0.29747338312,0.91
361,1123058,165,삼성1동,강남구,1,2,6,14,42,74,696,52,125,173,5,2.103431263,1,0.32363013699,1890,0.49764367064,0.50235632936,0.14674695641,0.15458675164,0.15563767035,27954.54545,1.3953767123,2.44
362,1123059,166,삼성2동,강남구,1,1,6,26,71,113,355,60,66,76,5,2.103431263,4.5,0.4257737501,5544,0.48292836196,0.51707163804,0.25436391565,0.14514014504,0.18740769014,26857.14286,0.62583518931,1.11
338,1121082,167,삼성동,관악구,1,0,5,15,18,81,144,17,119,10,1,0.591651669,1.7,0.38458877454,4447,0.4832403295,0.5167596705,0.27555707399,0.14235019398,0.12234541343,16647.05882,0.49104903572,0.87
137,1109069,168,삼양동,강북구,1,1,5,13,14,51,114,26,60,15,3,0.361219665,5,0.38510466989,4783,0.48766739805,0.51233260195,0.39350836044,0.14406852543,0.13075560295,8589.473684,0.34049919485,0.83
393,1124064,169,삼전동,송파구,1,1,7,59,51,148,272,44,57,61,0,0.464322487,8.2,0.48396267227,7831,0.49019874762,0.50980125238,0.20620065342,0.18679245283,0.20218867925,12783.57143,0.37636734442,0.81
2,1101054,170,삼청동,종로구,5,1,7,6,5,5,290,10,61,110,1,0.295603883,0.5,0.52296819788,740,0.51272772648,0.48727227352,1.0238020963,0.12522490104,0.13817920115,27250,3.1512367491,6.61
172,1111074,171,상계10동,노원구,6,0,6,11,10,25,22,6,11,10,5,0.486077647,2.1,0.25206425462,1679,0.48192379031,0.51807620969,0.22286941525,0.15543568897,0.15989159892,6572.957746,0.68202972527,1.30
167,1111065,172,상계1동,노원구,6,1,6,27,26,141,326,32,101,64,5,0.486077647,0.8,0.27093312895,4242,0.4896474287,0.5103525713,0.10136986301,0.14323992807,0.14092960665,8000,0.29015775691,0.69
168,1111066,173,상계2동,노원구,6,0,6,26,26,154,498,55,109,109,5,0.486077647,4.9,0.34355336918,3003,0.49909941906,0.50090058094,0.55277911667,0.1463022508,0.14285714286,6150,0.51973458414,1.16
173,1111076,174,상계3.4동,노원구,6,1,6,14,24,102,206,33,90,37,5,0.486077647,0.8,0.38252885182,4541,0.50152170431,0.49847829569,0.36738747397,0.13351813352,0.11474111474,8300,0.38269732963,0.85
169,1111069,175,상계5동,노원구,6,0,6,29,17,97,194,25,72,33,5,0.486077647,8.7,0.34191407301,3812,0.50599496222,0.49400503778,0.27885810243,0.14117238987,0.12906876974,9000,0.40748049152,0.83
174,1111077,176,상계6.7동,노원구,6,1,6,49,37,128,284,125,83,51,5,0.486077647,3.6,0.28670231729,4021,0.47903661833,0.52096338167,0.237109855,0.14172192843,0.15705531772,12000,0.32392156863,0.74
170,1111072,177,상계8동,노원구,6,0,6,22,26,34,75,27,29,14,5,0.486077647,3.1,0.22624288629,2107,0.50182409247,0.49817590753,0.43261694058,0.16495146766,0.1716173547,6572.957746,0.48781273489,0.87
171,1111073,178,상계9동,노원구,6,1,6,14,9,27,51,24,20,11,5,0.486077647,2.4,0.23085056391,1965,0.50144648023,0.49855351977,0.35644779521,0.1396664809,0.1384661551,6572.957746,0.53371710526,1.00
305,1120053,179,상도1동,동작구,3,0,5,30,37,76,246,45,80,64,4,0.268762902,6,0.43461868856,9107,0.45166890239,0.54833109761,0.76611694153,0.18909800371,0.18351442246,10580.45139,0.15400400878,0.62
306,1120054,180,상도2동,동작구,3,1,5,45,54,106,214,57,81,59,3,0.268762902,4.8,0.39469221638,4655,0.49137104506,0.50862895494,0.31543624161,0.16929110697,0.17709579371,11294.45799,0.27361370188,0.93
307,1120055,181,상도3동,동작구,3,1,5,10,15,66,125,24,60,31,3,0.268762902,7.6,0.3992859009,4585,0.48987225914,0.51012774086,0.19805802061,0.16980490245,0.16636318159,11386.29076,0.28102412262,0.91
308,1120056,182,상도4동,동작구,3,0,5,22,16,71,132,21,39,30,3,0.268762902,6.4,0.36888544892,4766,0.49616477707,0.50383522293,0.2845093665,0.17023181941,0.15703568532,11351.51639,0.24976780186,0.79
99,1107059,183,상봉1동,중랑구,1,0,5,10,12,51,106,20,45,27,1,0.211373461,3.5,0.29074019172,2942,0.51410593279,0.48589406721,0.43839026414,0.14691391551,0.14681692982,12985.76642,0.4981717561,1.00
100,1107060,184,상봉2동,중랑구,1,0,5,12,30,62,335,29,69,79,1,0.211373461,7.9,0.53982479106,5361,0.47791638985,0.52208361015,0.29900839054,0.18289923849,0.18149210904,12976.64234,0.50760245695,1.31
218,1114074,185,상암동,마포구,3,1,7,21,34,71,415,43,73,99,0,0.314850839,0.5,0.30737607716,3888,0.47959183673,0.52040816327,0.39841732611,0.12802316942,0.14649198623,9829.054054,0.46430547869,1.07
408,1125052,186,상일동,강동구,0,0,6,20,19,33,150,12,35,26,1,0.802558907,0.4,0.27194451088,1137,0.48282116572,0.51717883428,0.20293697025,0.15147935496,0.12598554985,9500,1.0672088017,2.69
220,1114076,187,서강동,마포구,3,1,7,29,44,96,480,25,75,100,7,0.314850839,3.5,0.43772272925,5036,0.48793586252,0.51206413748,0.16556062757,0.17662337662,0.1992129083,8500,0.51047370708,1.03
211,1114066,188,서교동,마포구,3,1,7,99,104,409,1936,115,254,459,4,0.314850839,5,0.5994675876,8332,0.48244560139,0.51755439861,0.11600587372,0.20016300235,0.24302873887,11157.277,0.42254838478,1.26
328,1121066,189,서림동,관악구,1,0,5,26,14,54,123,18,56,28,1,0.591651669,9.1,0.63455689936,8972,0.48749716703,0.51250283297,0.12910780388,0.2703789573,0.17921992655,9350,0.40158427046,0.92
43,1103069,190,서빙고동,용산구,2,0,6,6,20,22,64,7,38,13,1,0.416053686,0.6,0.3199251637,1710,0.48635235732,0.51364764268,0.17330438379,0.12095362265,0.12851555224,8875,0.77399438728,1.66
326,1121064,191,서원동,관악구,1,1,5,29,24,64,245,27,54,81,1,0.591651669,12.1,0.60012200702,7870,0.48270966803,0.51729033197,0.16536837507,0.24778567044,0.20757695343,9650,0.43297239591,1.01
340,1122051,192,서초1동,서초구,3,1,7,35,54,98,338,56,96,110,7,0.491841786,2.6,0.40422024398,3678,0.48071724978,0.51928275022,0.10214337382,0.15833533798,0.17837382728,61555.55556,0.54830201121,1.16
341,1122052,193,서초2동,서초구,3,1,7,23,52,96,386,45,79,99,7,0.491841786,2.6,0.41899224806,3243,0.49432551368,0.50567448632,0.096284286801,0.15602629657,0.1778183589,23300,0.64457364341,1.51
342,1122053,194,서초3동,서초구,3,2,7,35,74,101,683,75,93,188,10,0.491841786,1.7,0.38900617718,4975,0.48989346176,0.51010653824,0.15922358435,0.15788222913,0.16603011322,19142.85714,0.39010086793,0.89
343,1122054,195,서초4동,서초구,3,0,7,60,59,100,419,116,78,101,7,0.491841786,2.4,0.19930918596,2135,0.48326359833,0.51673640167,1.1452073032,0.11696353898,0.13863729381,17842.544,0.46573935773,0.90
130,1108085,196,석관동,성북구,7,1,5,18,35,164,363,36,110,42,1,0.405292278,3.3,0.38807595454,5702,0.47897225725,0.52102774275,0.31973518285,0.15174322405,0.14282576545,14021.875,0.25481521813,0.72
392,1124063,197,석촌동,송파구,1,0,7,55,49,124,352,43,87,78,1,0.464322487,8.2,0.47096028705,7744,0.47746928747,0.52253071253,0.46375921376,0.18482910695,0.19410510842,13708.98,0.37037037037,0.83
417,1125065,198,성내1동,강동구,0,2,6,22,31,56,273,11,55,67,1,0.802558907,3.9,0.27940093297,2276,0.46323049002,0.53676950998,0.70025408348,0.15508383249,0.16345455001,12795.52189,0.54775349865,1.24
418,1125066,199,성내2동,강동구,0,0,6,37,60,153,313,40,67,68,1,0.802558907,8.6,0.46845170684,5791,0.47614085363,0.52385914637,0.67660978681,0.17501053434,0.16576037884,12480.32641,0.36094483093,0.94
419,1125067,200,성내3동,강동구,0,0,6,48,49,132,418,57,98,102,1,0.802558907,5.2,0.35976865013,3670,0.47573129095,0.52426870905,0.2170803728,0.17103723022,0.16122143048,12887.44108,0.43740809725,1.07
126,1108081,201,성북동,성북구,7,1,5,21,20,54,246,40,66,62,0,0.405292278,1.2,0.44694694695,3572,0.47828063441,0.52171936559,0.26396605718,0.1470521089,0.16488784887,13117.64706,0.46846846847,1.33
216,1114072,202,성산1동,마포구,3,0,7,14,17,49,171,11,62,33,3,0.314850839,5,0.43379978471,4030,0.4801749011,0.5198250989,1.1348344686,0.16226945458,0.17415425584,14218.29787,0.63218514532,1.16
217,1114073,203,성산2동,마포구,3,1,7,24,25,78,221,32,117,37,3,0.314850839,3.4,0.38888266278,6940,0.47301048735,0.52698951265,0.4610579889,0.14459736383,0.15264249753,14159.40171,0.32909335425,0.68
57,1104065,204,성수1가1동,성동구,2,0,4,10,31,49,123,12,32,23,2,0.221037581,1.5,0.39670286537,3032,0.45985067804,0.54014932196,2.3694575651,0.16705447169,0.15738917726,14622.88136,0.39591783331,1.40
58,1104066,205,성수1가2동,성동구,2,0,4,15,32,53,279,16,47,74,2,0.221037581,3.6,0.4412855377,3213,0.47346361908,0.52653638092,0.53988985818,0.17935358798,0.17353769727,14578.35821,0.41560225244,1.47
59,1104067,206,성수2가1동,성동구,2,1,4,11,17,57,298,27,92,50,1,0.221037581,3.4,0.46930693069,4029,0.46959909027,0.53040090973,0.28479833539,0.16388067724,0.1455253964,8500,0.35247524752,1.30
60,1104068,207,성수2가3동,성동구,2,1,4,8,37,47,351,41,89,94,1,0.221037581,2.7,0.49188139781,2787,0.48713361772,0.51286638228,0.24466767579,0.17654734461,0.16719585925,3960,0.53406283092,2.08
335,1121079,208,성현동,관악구,1,0,5,44,29,60,81,29,38,24,4,0.591651669,5.6,0.29148085499,3791,0.47340960037,0.52659039963,0.48689804437,0.1362924282,0.1362924282,8750,0.43656773797,0.81
375,1123076,209,세곡동,강남구,1,1,6,9,24,55,192,34,58,31,0,2.103431263,0.8,0.30495959067,5245,0.4694662969,0.5305337031,0.33538966552,0.14696812795,0.15890001151,19500,0.47380661666,0.68
18,1102052,210,소공동,중구,2,1,7,9,17,59,610,50,245,148,1,0.153731482,0.6,0.55472404116,593,0.47332678045,0.52667321955,0.32329550532,0.17888074617,0.17921385743,30000,4.2881197381,10.30
61,1104069,211,송정동,성동구,2,0,4,3,4,30,65,8,29,13,0,0.221037581,3.8,0.47480832421,2601,0.479260635,0.520739365,0.84973909967,0.17288045642,0.14377957631,11765.38462,0.55239138372,1.98
139,1109071,212,송중동,강북구,1,1,5,22,23,150,443,46,129,70,3,0.361219665,4.4,0.41095995109,5377,0.46448309081,0.53551690919,0.74613395528,0.14850495476,0.13912968548,10200,0.32321919902,0.82
140,1109072,213,송천동,강북구,1,1,5,15,27,116,399,54,118,44,3,0.361219665,6.9,0.44008730447,6049,0.47907514451,0.52092485549,0.11832369942,0.14595036258,0.13030674429,6000,0.30767551837,0.79
390,1124061,214,송파1동,송파구,1,0,7,43,39,126,318,40,50,67,0,0.464322487,6.9,0.44514750596,5417,0.48280060883,0.51719939117,0.18295281583,0.18617592877,0.20634402825,14146.01266,0.50045196812,1.01
391,1124062,215,송파2동,송파구,1,0,7,37,15,55,97,32,22,9,0,0.464322487,2.7,0.19671682627,1438,0.48386602675,0.51613397325,0.15960379863,0.14682814302,0.15130334487,14015.34043,0.83310533516,1.12
272,1117069,216,수궁동,구로구,3,0,7,18,25,65,147,11,51,39,2,0.463925827,1,0.26528740318,2603,0.4894232717,0.5105767283,0.20785947854,0.15199037361,0.14891308636,14240,0.54688136975,0.95
188,1112068,217,수색동,은평구,1,0,5,7,5,36,87,14,19,16,1,0.480012358,1.5,0.36012922843,1895,0.47618513324,0.52381486676,0.11775596073,0.14846794053,0.12755213366,21750,0.8553781832,1.58
374,1123075,218,수서동,강남구,1,1,6,13,37,66,218,33,53,40,1,2.103431263,2.2,0.39276617422,3084,0.40503520376,0.59496479624,1.6184766375,0.16513646476,0.15106696331,11166.66667,1.037824758,1.45
134,1109063,219,수유1동,강북구,1,1,5,12,13,39,176,15,143,24,1,0.361219665,4.2,0.43468072642,4452,0.47983591974,0.52016408026,0.2749579915,0.15363078035,0.13809609827,7639.959927,0.41290763523,1.03
135,1109064,220,수유2동,강북구,1,1,5,23,12,104,236,31,129,33,1,0.361219665,4.4,0.33666071241,3204,0.47825410813,0.52174589187,0.14695972215,0.14372111987,0.13060614297,7639.959927,0.44436271934,1.04
136,1109065,221,수유3동,강북구,1,1,5,8,25,142,560,43,124,108,1,0.361219665,7.2,0.5071171466,6199,0.48766460629,0.51233539371,1.3774791723,0.17142549526,0.1560292851,7582.667838,0.34595876963,0.98
14,1101070,222,숭인1동,종로구,5,0,7,6,12,21,74,12,17,6,1,0.295603883,5.7,0.43945442448,1321,0.48763119984,0.51236880016,0.10166700967,0.15258958145,0.14069557362,8510.784314,1.4833666001,2.99
15,1101071,223,숭인2동,종로구,5,1,7,15,21,42,172,20,131,35,1,0.295603883,10.4,0.64135617164,3632,0.48807123656,0.51192876344,0.18051075269,0.17259243102,0.18169920384,8510.784314,0.78739184178,2.13
281,1118057,224,시흥1동,금천구,0,1,2,47,48,150,572,56,201,112,1,0.305944659,3.5,0.38978178492,5966,0.47005591838,0.52994408162,0.19161651086,0.15689518638,0.14384297754,37750,0.23814190514,0.71
282,1118058,225,시흥2동,금천구,0,0,2,27,10,45,51,24,35,13,1,0.305944659,1.5,0.22683668694,1939,0.47962950534,0.52037049466,0.11255788979,0.13069685387,0.12672743311,12000,0.4264155358,1.03
283,1118059,226,시흥3동,금천구,0,0,2,10,22,52,132,8,54,32,1,0.305944659,1.3,0.29334741288,1389,0.48388631228,0.51611368772,0.22535378761,0.14968480903,0.12896048782,12116.66667,0.76979936642,2.10
284,1118060,227,시흥4동,금천구,0,1,2,30,16,66,109,44,62,19,1,0.305944659,3.5,0.32850767389,3018,0.48753521501,0.51246478499,0.5002391963,0.14587874205,0.13242293492,15400,0.39675628606,1.02
285,1118061,228,시흥5동,금천구,0,0,2,30,24,106,180,30,101,43,1,0.305944659,2.7,0.39618011097,3713,0.47933652938,0.52066347062,0.30919970606,0.14041142546,0.12272376368,25700,0.38892445583,1.00
291,1119063,229,신길1동,영등포구,0,0,6,21,19,79,155,21,66,51,3,0.32394311,8.2,0.57006603081,5439,0.47800843741,0.52199156259,0.11866672236,0.17839932956,0.15289126336,21333.33333,0.66261398176,1.05
292,1119065,230,신길3동,영등포구,0,0,6,8,12,50,95,28,54,25,3,0.32394311,5.7,0.39020222159,2740,0.47559698366,0.52440301634,0.37039170507,0.14226777541,0.13246954167,19416.66667,0.90031330105,1.27
293,1119066,231,신길4동,영등포구,0,0,6,7,5,33,55,6,15,5,3,0.32394311,5.3,0.42126976851,1838,0.47567859422,0.52432140578,1.5914691013,0.14341282704,0.12451956471,10600,1.4490029796,1.96
294,1119067,232,신길5동,영등포구,0,0,6,5,6,28,53,6,28,18,3,0.32394311,4.1,0.41869037294,1931,0.47244719708,0.52755280292,0.21653168175,0.13964567515,0.12300878368,13000,1.3707718994,1.58
295,1119068,233,신길6동,영등포구,0,1,6,15,13,51,152,22,39,31,3,0.32394311,4.9,0.4032532168,3322,0.46982758621,0.53017241379,0.85804597701,0.1595937347,0.15345080764,8200,0.76741927652,1.13
296,1119069,234,신길7동,영등포구,0,0,6,7,5,23,67,7,17,21,3,0.32394311,3,0.29176829268,1914,0.47494106016,0.52505893984,0.66248383908,0.15813953488,0.15337763012,11250,0.9637195122,1.30
106,1107069,235,신내1동,중랑구,1,1,5,39,21,81,212,28,45,49,1,0.211373461,1.2,0.21716927748,3147,0.48164146868,0.51835853132,0.62697984161,0.14513401691,0.14435450021,11500,0.3478710924,0.65
107,1107070,236,신내2동,중랑구,1,1,5,16,15,65,90,27,48,18,1,0.211373461,2.6,0.28310908484,2546,0.46072548488,0.53927451512,0.54481049901,0.14246499553,0.14080520918,10666.66667,0.56054709218,1.07
25,1102065,237,신당5동,중구,2,1,7,5,8,42,159,16,29,14,4,0.153731482,5.2,0.46034249662,2043,0.46538980057,0.53461019943,0.49184138348,0.15102714979,0.14152988541,11732.14286,1.0328977017,2.16
28,1102069,238,신당동,중구,2,1,7,16,36,49,255,19,1053,55,4,0.153731482,4.8,0.59574468085,2632,0.48406513928,0.51593486072,1.3909756894,0.17119528845,0.1543300763,11732.14286,1.0375735627,2.53
314,1120069,239,신대방1동,동작구,3,1,5,14,14,68,115,24,38,22,1,0.268762902,5.6,0.34768145161,3449,0.47810076438,0.52189923562,2.6814707359,0.13908800065,0.14352245576,18833.33333,0.32530241935,0.87
315,1120070,240,신대방2동,동작구,3,0,5,20,23,58,184,28,36,58,1,0.268762902,3.6,0.41418076581,3721,0.49046526868,0.50953473132,2.4356159895,0.15405619027,0.1670858183,12055.55556,0.35919412289,1.29
261,1117051,241,신도림동,구로구,3,0,7,47,47,110,358,39,96,68,2,0.463925827,1.9,0.20692504131,2755,0.48520747545,0.51479252455,0.86040544821,0.15404827943,0.16791634042,16300,0.40303439988,0.84
330,1121069,242,신림동,관악구,1,0,5,25,50,123,362,37,74,113,1,0.591651669,22.8,0.79085009317,12308,0.47941188969,0.52058811031,0.99109760761,0.30870455709,0.30491551459,8623.068916,0.36483968387,1.08
185,1112065,243,신사1동,은평구,1,0,5,21,18,74,139,16,48,33,4,0.480012358,4.1,0.3046875,3432,0.49983304116,0.50016695884,2.0872359963,0.15411787911,0.15117717728,10850,0.39959161932,0.89
186,1112066,244,신사2동,은평구,1,1,5,16,13,51,80,8,29,15,4,0.480012358,2.9,0.32377907618,2937,0.47592002983,0.52407997017,0.48636089837,0.14959816303,0.13566016073,10125,0.49619667071,1.04
358,1123051,246,신사동,강남구,1,1,6,69,52,208,774,204,189,187,5,2.103431263,4.6,0.38816662245,2926,0.47948049833,0.52051950167,0.11228727302,0.13985580714,0.17545341895,13499.76471,1.081055983,0.91
329,1121068,245,신사동,관악구,1,1,5,11,25,114,191,22,68,49,1,0.591651669,3.9,0.58050314465,7384,0.4818421714,0.5181578286,0.10586830862,0.19596791676,0.1812052894,7000,0.4463836478,1.65
210,1114063,247,신수동,마포구,3,0,7,10,29,37,149,21,46,32,4,0.314850839,4.5,0.38051069402,3487,0.47964624789,0.52035375211,0.11613994017,0.16318646389,0.15824734706,9986.734694,0.64087734614,1.13
327,1121065,248,신원동,관악구,1,0,5,11,16,54,136,17,73,27,1,0.591651669,10.1,0.54753226283,5558,0.4917145201,0.5082854799,0.47920426579,0.2026279578,0.17856082886,17281.25,0.55935375825,1.09
227,1115057,249,신월1동,양천구,0,1,6,21,25,78,196,11,91,29,0,0.672636893,6.4,0.40764142561,4129,0.50076347534,0.49923652466,0.87601160483,0.15485776805,0.13396061269,16060,0.40596307632,1.04
228,1115058,250,신월2동,양천구,0,0,6,15,15,41,73,13,42,14,0,0.672636893,3.8,0.26941217071,2342,0.50344749633,0.49655250367,0.44167514412,0.15558063326,0.14544586471,17833.33333,0.4730242724,1.06
